"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,229,"TLS","Timor-Leste",226,"TLS","East Timor","TIMOR-LESTE","Timor-Leste","Timor-Leste",NA,"East Timor|Portuguese Timor",NA,"Timor-Leste (Timor Oriental) ","Timor Oriental ","<U+0412><U+043E><U+0441><U+0442><U+043E><U+0447><U+043D><U+044B><U+0439> <U+0422><U+0438><U+043C><U+043E><U+0440> ","<U+062A><U+064A><U+0645><U+0648><U+0631> <U+0627><U+0644><U+0634><U+0631><U+0642><U+064A><U+0629>","<U+4E1C><U+5E1D><U+6C76> ",NA,NA,"Timor-Leste","TL",NA,"TT",626,"20020520","Present",737105,15007,49.1174118744586,"South-Eastern Asia","Asia",1,NA,NA,NA,"East Asia & Pacific","Low income","Debt not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1
